Started
Accelerometer sample rate = 119.00 Hz

Acceleration in g's
X	Y	Z
_,_,_
0.97,0.15,-0.07
0.97,0.14,-0.09
0.96,0.13,-0.10
0.95,0.12,-0.10
0.95,0.09,-0.07
0.94,0.07,-0.04
0.94,0.02,-0.00
0.93,-0.00,0.02
0.93,-0.00,0.00
0.91,0.00,-0.03
0.91,0.00,-0.06
0.93,-0.00,-0.08
0.93,0.00,-0.09
0.93,0.01,-0.09
0.89,0.04,-0.09
0.86,0.04,-0.10
0.82,0.02,-0.14
0.80,-0.01,-0.16
0.77,-0.08,-0.19
0.73,-0.11,-0.26
0.70,-0.07,-0.28
0.61,0.09,-0.40
0.57,0.17,-0.49
0.52,0.31,-0.73
0.49,0.38,-0.85
0.45,0.58,-1.02
0.38,0.95,-1.10
0.33,1.21,-1.02
0.27,1.51,-1.04
0.26,1.57,-1.05
0.21,1.68,-0.93
0.15,1.80,-0.62
0.19,1.60,-0.62
0.12,1.91,-0.27
0.13,1.95,-0.21
0.13,2.16,-0.07
0.13,2.23,0.02
0.13,2.18,0.18
0.14,2.14,0.28
0.21,2.04,0.45
0.26,1.96,0.49
0.28,1.95,0.44
0.24,1.94,0.17
0.18,1.84,-0.25
0.11,1.81,-0.35
-0.01,1.65,-0.14
-0.15,1.62,0.47
-0.18,1.64,0.79
-0.26,1.59,1.10
-0.27,1.51,1.01
-0.39,1.26,0.51
-0.45,1.14,0.27
-0.58,0.90,0.19
-0.73,0.69,0.51
-0.76,0.61,0.68
-0.72,0.51,0.83
-0.66,0.48,0.82
-0.53,0.49,0.79
-0.47,0.49,0.92
-0.33,0.48,1.05
-0.15,0.46,1.44
-0.06,0.44,1.64
0.12,0.43,1.98
0.18,0.46,2.06
0.78,2.47,3.29
0.15,-0.55,0.19
0.37,0.45,0.40
0.46,0.54,0.41
0.40,0.53,0.36
0.37,0.54,0.31
0.38,0.53,0.32
0.43,0.49,0.41
0.47,0.55,0.41
0.49,0.63,0.31
0.51,0.78,0.04
0.52,0.82,-0.06
0.57,0.83,-0.21
0.59,0.82,-0.23
0.60,0.81,-0.16
0.61,0.83,-0.03
0.62,0.86,0.05
0.62,0.89,0.23
0.61,0.90,0.31
0.59,0.91,0.41
0.59,0.92,0.38
0.58,0.86,0.37
0.59,0.76,0.36
0.60,0.72,0.38
0.59,0.71,0.37
0.57,0.74,0.32
0.56,0.82,0.18
0.56,0.90,0.08
0.56,0.92,0.05
0.55,0.93,0.02
0.54,0.92,0.01
0.53,0.93,-0.03
0.53,0.93,-0.03
0.53,0.92,-0.01
0.53,0.87,0.03
0.52,0.84,0.05
0.52,0.79,0.07
0.52,0.77,0.07
0.52,0.74,0.08
0.52,0.73,0.10
0.52,0.71,0.20
0.52,0.74,0.29
0.51,0.76,0.31
0.51,0.80,0.28
0.51,0.81,0.25
0.52,0.83,0.19
0.52,0.84,0.14
0.52,0.87,0.13
0.52,0.85,0.12
0.53,0.84,0.13
0.53,0.85,0.15
