Started
Accelerometer sample rate = 119.00 Hz

Acceleration in g's
X	Y	Z
_,_,_
0.99,0.14,-0.03
1.01,0.22,0.01
1.00,0.20,0.01
0.99,0.20,0.03
1.00,0.21,0.04
0.99,0.18,0.02
0.97,0.20,0.02
0.96,0.21,0.02
0.96,0.21,0.02
0.95,0.22,-0.01
0.95,0.21,-0.04
0.95,0.17,-0.09
0.95,0.15,-0.11
0.97,0.10,-0.11
0.97,0.07,-0.09
0.97,0.06,-0.07
0.97,0.07,-0.03
0.97,0.09,-0.01
0.99,0.14,0.03
0.99,0.17,0.08
1.00,0.23,0.11
1.00,0.28,0.17
1.01,0.30,0.17
1.08,0.33,0.16
1.04,0.40,0.19
1.03,0.43,0.21
1.04,0.43,0.20
1.07,0.41,0.17
1.13,0.36,0.05
1.16,0.35,-0.01
1.23,0.32,-0.13
1.27,0.31,-0.17
1.35,0.30,-0.22
1.34,0.27,-0.27
1.35,0.24,-0.30
1.34,0.21,-0.32
1.32,0.17,-0.33
1.26,0.15,-0.36
1.21,0.13,-0.40
1.14,0.11,-0.51
1.07,0.12,-0.67
1.03,0.10,-0.76
0.95,0.09,-0.83
0.90,0.08,-0.84
0.82,-0.01,-0.86
0.78,0.04,-0.87
0.72,-0.06,-0.86
0.63,-0.11,-0.89
0.63,-0.13,-0.91
0.57,-0.22,-0.89
0.57,-0.28,-0.86
0.57,-0.40,-0.79
0.53,-0.46,-0.75
0.58,-0.45,-0.77
0.54,-0.38,-0.86
0.52,-0.34,-0.92
0.49,-0.29,-0.94
0.47,-0.36,-0.96
0.46,-0.41,-0.87
0.45,-0.46,-0.77
0.45,-0.49,-0.73
0.41,-0.44,-0.65
0.40,-0.37,-0.63
0.32,-0.26,-0.66
0.29,-0.19,-0.68
0.21,-0.11,-0.69
0.13,-0.06,-0.60
0.11,-0.03,-0.53
0.09,0.04,-0.35
0.07,0.08,-0.26
-0.06,0.16,-0.06
-0.12,0.18,0.12
-0.20,0.11,0.11
-0.24,-0.12,0.19
-0.20,-0.23,0.26
-0.26,-0.42,0.41
-0.12,-0.40,0.54
-0.25,-0.38,0.60
-0.32,-0.34,0.72
-0.34,-0.40,0.76
-0.14,-0.36,1.07
-0.34,-0.47,1.14
-0.25,-0.31,1.50
-0.24,-0.18,1.67
-0.21,0.06,1.98
-0.17,0.34,2.13
-0.15,0.49,2.17
0.03,0.55,2.12
-0.06,0.63,2.18
0.06,0.68,2.22
0.12,0.51,2.11
0.18,0.45,2.03
0.20,0.40,1.83
0.25,0.39,1.71
0.24,0.37,1.53
0.24,0.38,1.47
0.23,0.35,1.36
0.22,0.31,1.24
0.23,0.20,1.20
0.23,0.11,1.15
0.22,0.08,1.13
0.23,0.07,1.07
0.23,0.09,1.03
0.23,0.13,0.93
0.22,0.18,0.82
0.25,0.19,0.77
0.26,0.22,0.70
0.23,0.28,0.70
0.25,0.30,0.71
0.25,0.31,0.75
0.22,0.34,0.86
0.19,0.35,0.98
0.20,0.34,1.01
0.19,0.31,1.05
0.18,0.29,1.05
0.19,0.24,1.04
0.19,0.23,1.03
0.18,0.20,0.99
0.19,0.20,0.93
0.19,0.21,0.91
0.20,0.22,0.90
0.20,0.23,0.90
0.19,0.22,0.91
0.19,0.20,0.92
0.20,0.18,0.92
0.22,0.18,0.91
0.22,0.19,0.92
0.23,0.22,0.92



_,_,_
0.86,0.15,-0.02
0.84,0.20,-0.04
0.83,0.22,-0.06
0.83,0.25,-0.07
0.84,0.26,-0.04
0.86,0.28,-0.01
0.88,0.33,0.04
0.89,0.34,0.04
0.93,0.34,0.00
0.97,0.34,-0.01
1.01,0.33,0.00
1.04,0.28,0.04
1.05,0.24,0.03
1.07,0.13,0.02
1.06,0.07,0.02
1.09,-0.01,0.04
1.11,0.00,0.12
1.13,0.05,0.17
1.13,0.19,0.26
1.14,0.25,0.28
1.18,0.34,0.29
1.19,0.36,0.29
1.24,0.37,0.29
1.26,0.34,0.23
1.28,0.32,0.17
1.30,0.30,0.01
1.31,0.30,-0.07
1.31,0.34,-0.16
1.29,0.36,-0.18
1.23,0.34,-0.22
1.20,0.27,-0.30
1.18,0.22,-0.37
1.11,0.13,-0.49
1.08,0.07,-0.53
1.00,-0.05,-0.56
0.96,-0.17,-0.54
0.89,-0.22,-0.55
0.82,-0.32,-0.64
0.81,-0.35,-0.68
0.84,-0.33,-0.64
0.74,-0.42,-0.67
0.74,-0.30,-0.61
0.74,-0.20,-0.70
0.72,-0.13,-0.75
0.70,0.00,-0.80
0.68,0.04,-0.80
0.74,0.01,-0.76
0.57,0.02,-0.69
0.64,-0.06,-0.69
0.40,-0.12,-0.69
0.57,-0.09,-0.82
0.55,-0.08,-1.13
0.53,-0.08,-1.27
0.52,-0.09,-1.48
0.48,-0.12,-1.52
0.44,-0.15,-1.47
0.41,-0.20,-1.28
0.39,-0.20,-1.15
0.34,-0.15,-0.91
0.32,-0.09,-0.80
0.26,0.01,-0.64
0.19,0.07,-0.45
0.14,-0.04,-0.41
0.14,-0.14,-0.16
0.16,-0.19,-0.08
0.15,-0.24,-0.07
0.15,-0.24,-0.25
0.14,-0.17,-0.29
0.09,-0.16,-0.18
0.07,-0.18,-0.07
0.09,-0.09,0.17
0.10,0.02,0.21
0.09,0.28,0.16
-0.02,0.35,0.17
0.04,0.32,0.33
0.06,0.31,0.58
0.09,0.35,0.65
0.11,0.50,0.69
0.06,0.53,0.67
-0.04,0.37,0.70
-0.09,0.11,1.03
-0.07,0.02,1.23
-0.17,0.07,1.58
-0.19,0.30,1.70
-0.28,0.49,1.72
-0.18,0.68,1.78
-0.22,0.64,1.68
-0.16,0.62,1.72
-0.16,0.58,1.79
-0.16,0.55,1.94
-0.15,0.47,1.93
-0.20,0.48,1.99
-0.16,0.41,2.01
-0.09,0.29,1.95
-0.05,0.16,1.88
-0.02,0.07,1.79
0.01,-0.03,1.57
0.07,0.02,1.31
0.10,0.13,1.19
0.11,0.38,0.99
0.10,0.46,0.88
0.13,0.60,0.76
0.13,0.63,0.71
0.16,0.60,0.71
