Started
Accelerometer sample rate = 119.00 Hz

Acceleration in g's
X	Y	Z
_,_,_
1.01,0.15,-0.13
1.01,0.15,-0.14
1.00,0.13,-0.17
1.01,0.11,-0.16
1.00,0.06,-0.09
1.00,0.04,-0.05
1.02,0.01,0.03
0.99,-0.00,0.07
0.98,-0.01,0.07
0.95,-0.03,0.01
0.95,-0.03,-0.04
0.98,-0.07,-0.13
0.99,-0.08,-0.15
0.99,-0.08,-0.14
0.98,-0.07,-0.11
0.98,-0.07,-0.10
0.98,-0.01,-0.09
1.00,0.02,-0.10
1.01,0.08,-0.06
1.05,0.09,0.01
1.12,0.09,0.03
1.18,0.11,-0.03
1.19,0.14,-0.13
1.23,0.19,-0.37
1.24,0.21,-0.47
1.24,0.23,-0.68
1.18,0.23,-0.91
1.14,0.28,-1.01
1.10,0.28,-1.21
1.07,0.27,-1.27
1.01,0.30,-1.26
0.98,0.31,-1.23
0.87,0.28,-1.16
0.73,0.16,-1.09
0.65,0.05,-1.06
0.56,-0.20,-1.03
0.51,-0.25,-1.01
0.47,-0.52,-1.16
0.43,-0.64,-1.23
0.38,-0.76,-1.27
0.30,-0.74,-1.26
0.28,-0.73,-1.27
0.20,-0.58,-1.17
0.17,-0.51,-1.10
0.14,-0.40,-0.99
0.10,-0.30,-0.84
0.07,-0.06,-0.72
0.02,0.20,-0.53
0.05,0.33,-0.41
-0.03,0.49,-0.23
-0.07,0.53,-0.18
-0.16,0.48,-0.05
-0.22,0.34,0.32
-0.26,0.26,0.55
-0.30,0.13,0.93
-0.32,0.10,1.04
-0.33,0.10,1.17
-0.40,0.03,1.20
-0.39,-0.02,1.36
-0.26,-0.05,1.47
-0.25,-0.05,1.44
-0.19,-0.04,1.15
-0.18,0.08,0.98
-0.17,0.14,0.69
-0.15,0.22,0.86
-0.18,0.30,1.09
-0.10,0.51,1.48
-0.26,0.54,1.64
-0.14,0.70,1.95
-0.12,0.67,1.94
-0.08,0.48,1.73
0.04,0.39,1.68
0.05,0.43,1.70
0.05,0.58,1.74
0.05,0.62,1.73
0.03,0.53,1.57
0.19,0.39,1.49
0.04,0.28,1.25
0.08,0.20,1.09
0.14,0.19,1.03
0.07,0.30,1.00
0.12,0.31,1.01
0.11,0.31,1.02
0.09,0.29,1.07
0.09,0.29,1.09
0.08,0.37,1.16
0.09,0.42,1.18
0.09,0.48,1.13
0.09,0.43,1.00
0.08,0.39,0.93
0.07,0.29,0.85
0.07,0.26,0.86
0.08,0.26,0.93
0.08,0.27,0.96
0.07,0.31,0.99
0.07,0.31,0.94
0.07,0.30,0.90
0.07,0.28,0.80
0.07,0.27,0.78
0.08,0.26,0.78
0.09,0.25,0.80
0.08,0.26,0.83
0.09,0.27,0.84
0.09,0.28,0.84
0.10,0.33,0.85
0.09,0.35,0.85
0.11,0.35,0.85
0.11,0.36,0.86
0.11,0.39,0.87
0.10,0.39,0.87
0.11,0.38,0.86
0.10,0.36,0.88
0.10,0.34,0.89
0.12,0.31,0.92
0.10,0.29,0.94
0.09,0.28,0.95
0.09,0.26,0.96
0.09,0.25,0.96
0.09,0.26,0.94
0.09,0.28,0.94
0.10,0.34,0.94
0.09,0.39,0.95
0.08,0.47,0.96
0.09,0.47,0.92
0.10,0.43,0.92
0.11,0.33,0.88
0.10,0.29,0.86
0.08,0.24,0.87



_,_,_
0.98,0.02,-0.02
0.99,0.04,-0.05
0.99,0.06,-0.06
0.99,0.08,-0.07
0.98,0.12,-0.06
0.96,0.12,-0.06
0.96,0.11,-0.05
0.96,0.11,-0.04
0.96,0.10,-0.04
0.96,0.10,-0.06
0.96,0.12,-0.06
0.96,0.16,-0.08
0.95,0.17,-0.09
0.95,0.14,-0.08
0.95,0.13,-0.04
0.97,0.15,-0.03
0.97,0.12,-0.08
0.97,0.14,-0.09
0.98,0.13,-0.12
0.98,0.16,-0.11
1.00,0.22,-0.08
1.02,0.32,-0.06
1.03,0.38,-0.05
1.07,0.48,0.01
1.09,0.52,0.07
1.14,0.55,0.16
1.16,0.60,0.22
1.21,0.63,0.22
1.32,0.71,0.19
1.33,0.71,0.14
1.33,0.70,0.03
1.33,0.67,-0.02
1.26,0.52,-0.11
1.21,0.44,-0.14
1.11,0.23,-0.18
0.97,0.05,-0.16
0.89,-0.07,-0.22
0.70,-0.15,-0.37
0.64,-0.25,-0.49
0.52,-0.35,-0.72
0.45,-0.50,-1.02
0.39,-0.54,-1.15
0.30,-0.68,-1.33
0.27,-0.73,-1.37
0.23,-0.88,-1.44
0.21,-0.95,-1.48
0.24,-1.05,-1.81
0.22,-0.97,-2.09
0.18,-0.87,-2.13
0.06,-0.58,-1.96
0.01,-0.44,-1.77
-0.08,-0.29,-1.29
-0.10,-0.22,-1.02
-0.11,-0.13,-0.62
-0.10,-0.05,-0.45
-0.09,-0.00,-0.43
-0.12,0.06,-0.46
-0.20,0.03,-0.46
-0.27,-0.07,-0.31
-0.29,-0.13,-0.18
-0.29,-0.18,0.14
-0.34,-0.07,0.40
-0.38,-0.01,0.46
-0.52,0.08,0.47
-0.58,0.08,0.49
-0.67,-0.05,0.58
-0.70,-0.11,0.85
-0.79,-0.19,0.90
-0.87,-0.11,1.10
-0.86,-0.08,1.20
-0.97,-0.05,1.40
-0.92,0.01,1.59
-0.88,0.12,1.73
-0.91,0.58,2.13
-0.74,0.95,2.36
-0.44,1.41,2.47
-0.33,1.45,2.36
