Script started on Mon Jul 29 11:41:41 2019
[?1034hbash-3.2$ exitscreen ${DEVICENAME} 115200
[?1049h[!p[?3;4l[4l>[4l[?1h=[0m(B[1;24r[H[2J[H[2J

















-,-,-
-311.0,170.0,974.0
-373.0,228.0,885.0
-494.0,428.0,872.0
-510.0,379.0,867.0
-505.0,326.0,796.0
-534.0,94.0,554.0
-575.0,67.0,441.0
-645.0,-16.0,352.0
-778.0,-324.0,548.0
-778.0,-428.0,659.0
-810.0,-278.0,621.0
-648.0,16.0,556.0
-591.0,42.0,469.0
-473.0,-12.0,456.0
-244.0,-96.0,578.0
-194.0,-186.0,815.0
-135.0,-114.0,951.0
-6.0,220.0,976.0
49.0,213.0,937.0
129.0,198.0,852.0
232.0,202.0,1130.0
280.0,178.0,1068.0
312.0,69.0,1253.0
274.0,-266.0,1728.0
279.0,-232.0,1807.0
297.0,-26.0,1720.0
300.0,272.0,1348.0
270.0,192.0,1211.0
230.0,81.0,1059.0
176.0,-112.0,736.0
158.0,-146.0,652.0
158.0,-183.0,540.0
198.0,-264.0,578.0
220.0,-212.0,711.0
256.0,-108.0,953.0
292.0,156.0,1568.0
291.0,182.0,1571.0
299.0,146.0,1459.0
312.0,120.0,1124.0
297.0,118.0,1054.0
280.0,65.0,976.0
224.0,-154.0,836.0
200.0,-249.0,799.0
194.0,-249.0,796.0
242.0,-192.0,772.0
256.0,-75.0,862.0
278.0,-20.0,980.0
296.0,12.0,1214.0
284.0,54.0,1247.0
258.0,36.0,1266.0
206.0,-44.0,1278.0
222.0,-48.0,1255.0
265.0,-58.0,1064.0
350.0,12.0,540.0
352.0,-40.0,601.0
345.0,-127.0,715.0
358.0,-132.0,938.0
364.0,-62.0,1061.0
354.0,17.0,1233.0
354.0,184.0,1432.0
370.0,99.0,1278.0
378.0,51.0,1094.0
334.0,12.0,788.0
306.0,-65.0,816.0
289.0,-207.0,784.0
300.0,-184.0,778.0
310.0,-119.0,847.0
298.0,-54.0,998.0
276.0,-6.0,1306.0
269.0,-67.0,1312.0
282.0,-120.0,1298.0
302.0,-184.0,1146.0
271.0,-208.0,1096.0
249.0,-198.0,996.0
222.0,-76.0,712.0
231.0,-61.0,665.0
264.0,-50.0,617.0
334.0,150.0,712.0
331.0,90.0,950.0
314.0,-33.0,1267.0
280.0,-242.0,1592.0
276.0,-190.0,1497.0
273.0,-165.0,1314.0
236.0,-168.0,984.0
205.0,-189.0,952.0
194.0,-157.0,920.0
216.0,-54.0,744.0
257.0,-6.0,666.0
334.0,-9.0,613.0
480.0,-166.0,752.0
490.0,-263.0,800.0
499.0,-319.0,912.0
506.0,-306.0,1222.0
433.0,-259.0,1264.0
369.0,-202.0,1265.0
296.0,-38.0,1294.0
292.0,5.0,1398.0
288.0,83.0,1569.0
452.0,130.0,1534.0
441.0,8.0,1327.0
447.0,-93.0,1105.0
404.0,66.0,618.0
378.0,184.0,602.0
326.0,210.0,639.0
168.0,-22.0,694.0
135.0,-103.0,675.0
75.0,-259.0,712.0
-50.0,-628.0,844.0
-59.0,-623.0,883.0
-35.0,-637.0,988.0
26.0,-416.0,1166.0
30.0,-465.0,1158.0
59.0,-463.0,1118.0
148.0,-462.0,1074.0
167.0,-319.0,1113.0
199.0,-202.0,1145.0
328.0,22.0,1138.0
401.0,205.0,1062.0
479.0,452.0,996.0
548.0,718.0,1162.0
540.0,563.0,1204.0
508.0,396.0,1167.0
406.0,64.0,996.0
369.0,66.0,1021.0
305.0,67.0,1088.0
218.0,-44.0,1142.0
179.0,-82.0,1272.0
135.0,-187.0,1457.0
42.0,-456.0,1474.0
32.0,-343.0,1468.0
74.0,-117.0,1384.0
146.0,464.0,970.0
163.0,457.0,853.0
127.0,450.0,513.0
42.0,298.0,272.0
10.0,214.0,439.0
-37.0,75.0,571.0
-158.0,-380.0,624.0
-193.0,-466.0,682.0
-239.0,-591.0,791.0
-304.0,-906.0,930.0
-273.0,-845.0,1004.0
-200.0,-753.0,1089.0
-22.0,-552.0,1304.0
59.0,-323.0,1364.0
125.0,96.0,1421.0
234.0,730.0,1384.0
232.0,823.0,1321.0
241.0,867.0,1239.0
254.0,660.0,898.0
254.0,537.0,806.0
259.0,306.0,796.0
210.0,-284.0,808.0
170.0,-420.0,846.0
115.0,-520.0,911.0
0.0,-692.0,1016.0
-4.0,-714.0,1049.0
-12.0,-766.0,1061.0
34.0,-566.0,1062.0
40.0,-533.0,1022.0
79.0,-556.0,1021.0
130.0,-560.0,1100.0
176.0,-493.0,1087.0
221.0,-440.0,1067.0
258.0,-270.0,1132.0
240.0,-297.0,1109.0
235.0,-340.0,1059.0
320.0,-290.0,1128.0
322.0,-195.0,1171.0
362.0,-152.0,1202.0
360.0,152.0,1302.0
336.0,213.0,1417.0
285.0,259.0,1545.0
228.0,226.0,1572.0
209.0,121.0,1445.0
143.0,-5.0,1297.0
10.0,-80.0,906.0
-44.0,-85.0,787.0
-103.0,-136.0,750.0
-216.0,-68.0,850.0
-239.0,7.0,803.0
-267.0,-65.0,746.0
-360.0,-184.0,572.0
-385.0,-343.0,513.0
